reading_id,sensor_id,value,recorded_at,sensor_type
994,4,7.8291497230529785,2024-12-29 23:23:54.461755,PH
995,5,1109.30908203125,2024-12-29 23:23:54.9054,TDS
996,3,16.9375,2024-12-29 23:33:55.258274,Temp
997,4,7.829779624938965,2024-12-29 23:33:55.523902,PH
998,5,1112.9017333984375,2024-12-29 23:33:55.915458,TDS
999,3,16.875,2024-12-29 23:43:56.416547,Temp
1000,4,7.827890396118164,2024-12-29 23:43:56.800953,PH
1001,5,1112.9017333984375,2024-12-29 23:43:57.309378,TDS
1002,3,16.9375,2024-12-29 23:53:57.676183,Temp
1003,4,7.826180934906006,2024-12-29 23:53:58.093042,PH
1004,5,1102.8690185546875,2024-12-29 23:53:58.452781,TDS
1005,3,16.875,2024-12-30 00:03:58.878173,Temp
1006,4,7.820333003997803,2024-12-30 00:03:59.283335,PH
1007,5,1110.0267333984375,2024-12-30 00:03:59.645013,TDS
1008,3,16.875,2024-12-30 00:13:59.972081,Temp
1009,4,7.8139448165893555,2024-12-30 00:14:00.470177,PH
1010,5,1112.182373046875,2024-12-30 00:14:00.832723,TDS
1011,3,16.9375,2024-12-30 00:24:01.276253,Temp
1012,4,7.80332851409912,2024-12-30 00:24:01.56473,PH
1013,5,1103.582763671875,2024-12-30 00:24:01.865376,TDS
1014,3,16.9375,2024-12-30 00:34:02.398648,Temp
1015,4,7.79505205154419,2024-12-30 00:34:02.707222,PH
1016,5,1116.5052490234375,2024-12-30 00:34:03.06098,TDS
1017,3,16.9375,2024-12-30 00:44:03.54526,Temp
1018,4,7.78740406036377,2024-12-30 00:44:03.805608,PH
1019,5,1118.6724853515625,2024-12-30 00:44:04.060864,TDS
1020,3,16.875,2024-12-30 00:54:04.591461,Temp
1021,4,7.78200626373291,2024-12-30 00:54:04.948113,PH
1022,5,1092.2125244140625,2024-12-30 00:54:05.302099,TDS
1023,3,16.875,2024-12-30 01:04:05.892715,Temp
1024,4,7.78758430480957,2024-12-30 01:04:06.398892,PH
1025,5,1115.0625,2024-12-30 01:04:06.759402,TDS
1026,3,16.875,2024-12-30 01:14:07.087241,Temp
1027,4,7.780836582183838,2024-12-30 01:14:07.494068,PH
1028,5,1100.0179443359375,2024-12-30 01:14:07.979743,TDS
1029,3,16.875,2024-12-30 01:24:08.382999,Temp
1030,4,7.776068210601807,2024-12-30 01:24:08.888615,PH
1031,5,1084.4583740234375,2024-12-30 01:24:09.465121,TDS
1032,3,16.9375,2024-12-30 01:34:09.63707,Temp
1033,4,7.773279190063477,2024-12-30 01:34:09.999208,PH
1034,5,1098.594970703125,2024-12-30 01:34:10.378126,TDS
1035,3,16.9375,2024-12-30 01:44:10.829335,Temp
1036,4,7.770670413970947,2024-12-30 01:44:11.138927,PH
1037,5,1100.0179443359375,2024-12-30 01:44:11.558017,TDS
1038,3,16.875,2024-12-30 01:54:11.907144,Temp
1039,4,7.758254528045654,2024-12-30 01:54:12.366165,PH
1040,5,1078.8507080078125,2024-12-30 01:54:12.737174,TDS
1041,3,16.875,2024-12-30 02:04:13.04022,Temp
1042,4,7.745479583740234,2024-12-30 02:04:13.458921,PH
1043,5,1105.01171875,2024-12-30 02:04:13.839237,TDS
1044,3,16.9375,2024-12-30 02:14:14.225829,Temp
1045,4,7.742690086364746,2024-12-30 02:14:14.493964,PH
1046,5,1112.182373046875,2024-12-30 02:14:14.93303,TDS
1047,3,16.9375,2024-12-30 02:24:15.316831,Temp
1048,4,7.75213623046875,2024-12-30 02:24:15.690106,PH
1049,5,1102.8690185546875,2024-12-30 02:24:16.109057,TDS
1050,3,16.9375,2024-12-30 02:34:16.515932,Temp
1051,4,7.765451908111572,2024-12-30 02:34:16.816977,PH
1052,5,1076.05712890625,2024-12-30 02:34:17.13817,TDS
1053,3,16.875,2024-12-30 02:44:17.672897,Temp
1054,4,7.76536226272583,2024-12-30 02:44:18.054426,PH
1055,5,1110.0267333984375,2024-12-30 02:44:18.433204,TDS
1056,3,16.9375,2024-12-30 02:54:18.912407,Temp
1057,4,7.772919178009033,2024-12-30 02:54:19.325335,PH
1058,5,1092.9200439453125,2024-12-30 02:54:19.732838,TDS
1059,3,16.9375,2024-12-30 03:04:20.10266,Temp
1060,4,7.76815128326416,2024-12-30 03:04:20.462458,PH
1061,5,1114.3419189453125,2024-12-30 03:04:20.924033,TDS
1062,3,16.9375,2024-12-30 03:14:21.195224,Temp
1063,4,7.767701625823975,2024-12-30 03:14:21.600084,PH
1064,5,1086.568115234375,2024-12-30 03:14:22.010454,TDS
1065,3,16.9375,2024-12-30 03:24:22.390185,Temp
1066,4,7.75510597229004,2024-12-30 03:24:22.796769,PH
1067,5,1092.9200439453125,2024-12-30 03:24:23.106103,TDS
1068,3,16.875,2024-12-30 03:34:23.59065,Temp
1069,4,7.764822483062744,2024-12-30 03:34:23.991779,PH
1070,5,1104.297119140625,2024-12-30 03:34:24.404448,TDS
1071,3,16.875,2024-12-30 03:44:24.736626,Temp
1072,4,7.775348663330078,2024-12-30 03:44:25.186784,PH
1073,5,1084.4583740234375,2024-12-30 03:44:25.61475,TDS
1074,3,16.9375,2024-12-30 03:54:25.982507,Temp
1075,4,7.76536226272583,2024-12-30 03:54:26.283296,PH
1076,5,1102.155517578125,2024-12-30 03:54:26.646212,TDS
1077,3,16.9375,2024-12-30 04:04:27.127687,Temp
1078,4,7.768600940704346,2024-12-30 04:04:27.580376,PH
1079,5,1102.8690185546875,2024-12-30 04:04:27.991003,TDS
1080,3,16.9375,2024-12-30 04:14:28.378712,Temp
1081,4,7.770670413970947,2024-12-30 04:14:28.781687,PH
1082,5,1069.7958984375,2024-12-30 04:14:29.188251,TDS
1083,3,16.875,2024-12-30 04:24:29.574383,Temp
1084,4,7.771029949188232,2024-12-30 04:24:29.973494,PH
1085,5,1124.470703125,2024-12-30 04:24:30.389382,TDS
1086,3,16.875,2024-12-30 04:34:30.720811,Temp
1087,4,7.770850658416748,2024-12-30 04:34:31.000279,PH
1088,5,1093.6278076171875,2024-12-30 04:34:31.433512,TDS
1089,3,16.9375,2024-12-30 04:44:31.869057,Temp
1090,4,7.77831745147705,2024-12-30 04:44:32.274807,PH
1091,5,1100.0179443359375,2024-12-30 04:44:32.675032,TDS
1092,3,16.9375,2024-12-30 04:54:33.067448,Temp
1093,4,7.774359226226807,2024-12-30 04:54:33.415789,PH
1094,5,1090.0926513671875,2024-12-30 04:54:33.773906,TDS
1095,3,16.9375,2024-12-30 05:04:34.220884,Temp
1096,4,7.54727840423584,2024-12-30 05:04:34.570118,PH
1097,5,1100.72998046875,2024-12-30 05:04:34.978286,TDS
1098,3,16.9375,2024-12-30 05:14:35.314327,Temp
1099,4,7.54358959197998,2024-12-30 05:14:35.667766,PH
1100,5,1067.0240478515625,2024-12-30 05:14:36.030185,TDS
1101,3,16.875,2024-12-30 05:24:36.459656,Temp
1102,4,7.5518670082092285,2024-12-30 05:24:36.763314,PH
1103,5,1095.044921875,2024-12-30 05:24:37.221867,TDS
1104,3,16.9375,2024-12-30 05:34:37.552641,Temp
1105,4,7.552136421203613,2024-12-30 05:34:37.826817,PH
1106,5,1097.173583984375,2024-12-30 05:34:38.160365,TDS
1107,3,16.9375,2024-12-30 05:44:38.686939,Temp
1108,4,7.559874534606934,2024-12-30 05:44:38.947421,PH
1109,5,1074.662841796875,2024-12-30 05:44:39.357004,TDS
1110,3,16.9375,2024-12-30 05:54:39.735794,Temp
1111,4,7.569860458374023,2024-12-30 05:54:40.037078,PH
1112,5,1128.108642578125,2024-12-30 05:54:40.497372,TDS
1113,3,16.9375,2024-12-30 06:04:40.822231,Temp
1114,4,7.57525873184204,2024-12-30 06:04:41.131215,PH
1115,5,1092.9200439453125,2024-12-30 06:04:41.484696,TDS
1116,3,16.9375,2024-12-30 06:14:42.027396,Temp
1117,4,7.575618267059326,2024-12-30 06:14:42.344771,PH
1118,5,1083.7559814453125,2024-12-30 06:14:42.701443,TDS
1119,3,16.9375,2024-12-30 06:24:43.166342,Temp
1120,4,7.577328205108643,2024-12-30 06:24:43.442969,PH
1121,5,1104.297119140625,2024-12-30 06:24:43.826382,TDS
1122,3,16.9375,2024-12-30 06:34:44.340691,Temp
1123,4,7.570760250091553,2024-12-30 06:34:44.74416,PH
1124,5,1112.9017333984375,2024-12-30 06:34:45.125547,TDS
1125,3,16.9375,2024-12-30 06:44:45.482044,Temp
1126,4,7.5770583152771,2024-12-30 06:44:45.759431,PH
1127,5,1119.395751953125,2024-12-30 06:44:46.114254,TDS
1128,3,16.9375,2024-12-30 06:54:46.650695,Temp
1129,4,7.574718952178955,2024-12-30 06:54:47.105993,PH
1130,5,1095.7540283203125,2024-12-30 06:54:47.467674,TDS
1131,3,16.9375,2024-12-30 07:04:47.780816,Temp
1132,4,7.575798511505127,2024-12-30 07:04:48.166253,PH
1133,5,1110.0267333984375,2024-12-30 07:04:48.525727,TDS
1134,3,16.9375,2024-12-30 07:14:48.834288,Temp
1135,4,7.573009490966797,2024-12-30 07:14:49.093282,PH
1136,5,1104.297119140625,2024-12-30 07:14:49.348393,TDS
1137,3,16.875,2024-12-30 07:24:49.885924,Temp
1138,4,7.5811967849731445,2024-12-30 07:24:50.203947,PH
1139,5,1085.1611328125,2024-12-30 07:24:50.499013,TDS
1140,3,16.9375,2024-12-30 07:34:50.977358,Temp
1141,4,7.577418327331543,2024-12-30 07:34:51.329257,PH
1142,5,1126.652099609375,2024-12-30 07:34:51.684914,TDS
1143,3,16.9375,2024-12-30 07:44:52.048625,Temp
1144,4,7.35537576675415,2024-12-30 07:44:52.484427,PH
1145,5,1109.30908203125,2024-12-30 07:44:52.805183,TDS
1146,3,16.9375,2024-12-30 07:54:53.39238,Temp
1147,4,7.353036403656006,2024-12-30 07:54:53.781015,PH
1148,5,1127.380126953125,2024-12-30 07:54:54.190965,TDS
1149,3,16.9375,2024-12-30 08:04:54.583062,Temp
1150,4,7.364012718200684,2024-12-30 08:04:54.973908,PH
1151,5,1091.5054931640625,2024-12-30 08:04:55.287228,TDS
1152,3,16.9375,2024-12-30 08:14:55.646937,Temp
1153,4,7.373459339141846,2024-12-30 08:14:56.014732,PH
1154,5,1105.7269287109375,2024-12-30 08:14:56.49079,TDS
1155,3,16.9375,2024-12-30 08:24:56.872029,Temp
1156,4,7.364372730255127,2024-12-30 08:24:57.217704,PH
1157,5,1087.2720947265625,2024-12-30 08:24:57.570762,TDS
1158,3,16.875,2024-12-30 08:34:57.960022,Temp
1159,4,7.3753485679626465,2024-12-30 08:34:58.224255,PH
1160,5,1118.6724853515625,2024-12-30 08:34:58.486782,TDS
1161,3,16.9375,2024-12-30 08:44:59.015774,Temp
1162,4,7.3769683837890625,2024-12-30 08:44:59.351587,PH
1163,5,1097.884033203125,2024-12-30 08:44:59.627304,TDS
1164,3,16.9375,2024-12-30 08:55:00.146026,Temp
1165,4,7.38758420944214,2024-12-30 08:55:00.446705,PH
1166,5,1113.62158203125,2024-12-30 08:55:00.803633,TDS
1167,3,16.9375,2024-12-30 09:05:01.240329,Temp
1168,4,7.386144638061523,2024-12-30 09:05:01.490922,PH
1169,5,1078.8507080078125,2024-12-30 09:05:01.752971,TDS
1170,3,16.9375,2024-12-30 09:15:02.390804,Temp
1171,4,7.37561845779419,2024-12-30 09:15:02.745935,PH
1172,5,1125.924560546875,2024-12-30 09:15:03.098669,TDS
1173,3,16.9375,2024-12-30 09:25:03.532402,Temp
1174,4,7.376788139343262,2024-12-30 09:25:03.832169,PH
1175,5,1118.6724853515625,2024-12-30 09:25:04.100324,TDS
1176,3,16.9375,2024-12-30 09:35:04.576827,Temp
1177,4,7.364732265472412,2024-12-30 09:35:04.925138,PH
1178,5,1093.6278076171875,2024-12-30 09:35:05.343364,TDS
1179,3,16.9375,2024-12-30 09:45:05.647671,Temp
1180,4,7.364282608032227,2024-12-30 09:45:05.932741,PH
1181,5,1095.044921875,2024-12-30 09:45:06.198357,TDS
1182,3,16.9375,2024-12-30 09:55:06.722958,Temp
1183,4,7.349977493286133,2024-12-30 09:55:07.124991,PH
1184,5,1100.0179443359375,2024-12-30 09:55:07.65167,TDS
1185,3,16.9375,2024-12-30 10:05:07.906086,Temp
1186,4,7.3476386070251465,2024-12-30 10:05:08.272402,PH
1187,5,1092.2125244140625,2024-12-30 10:05:08.635306,TDS
1188,3,16.9375,2024-12-30 10:15:08.954746,Temp
1189,4,7.34781789779663,2024-12-30 10:15:09.222738,PH
1190,5,1105.01171875,2024-12-30 10:15:09.615682,TDS
1191,3,16.875,2024-12-30 10:25:10.128706,Temp
1192,4,7.5765180587768555,2024-12-30 10:25:10.500569,PH
1193,5,1083.053955078125,2024-12-30 10:25:10.851379,TDS
1194,3,16.9375,2024-12-30 10:35:11.196928,Temp
1195,4,7.5765180587768555,2024-12-30 10:35:11.605392,PH
1196,5,1090.798828125,2024-12-30 10:35:11.919903,TDS
1197,3,16.875,2024-12-30 10:45:12.251345,Temp
1198,4,7.58812379837036,2024-12-30 10:45:12.654651,PH
1199,5,1123.744384765625,2024-12-30 10:45:13.132221,TDS
1200,3,16.9375,2024-12-30 10:55:13.481601,Temp
1201,4,7.589833736419678,2024-12-30 10:55:13.892769,PH
1202,5,1094.336181640625,2024-12-30 10:55:14.167813,TDS
1203,3,16.875,2024-12-30 11:05:14.630797,Temp
1204,4,7.600900173187256,2024-12-30 11:05:14.993883,PH
1205,5,1105.01171875,2024-12-30 11:05:15.338473,TDS
1206,3,16.9375,2024-12-30 11:15:15.785494,Temp
1207,4,7.5986504554748535,2024-12-30 11:15:16.05277,PH
1208,5,1082.3524169921875,2024-12-30 11:15:16.393796,TDS
1209,3,16.875,2024-12-30 11:25:16.840905,Temp
1210,4,7.598020553588867,2024-12-30 11:25:17.221221,PH
1211,5,1105.01171875,2024-12-30 11:25:17.594412,TDS
1212,3,16.9375,2024-12-30 11:35:17.893971,Temp
1213,4,7.599550247192383,2024-12-30 11:35:18.164959,PH
1214,5,1102.8690185546875,2024-12-30 11:35:18.466958,TDS
1215,3,16.9375,2024-12-30 11:45:18.998485,Temp
1216,4,7.82932996749878,2024-12-30 11:45:19.372937,PH
1217,5,1097.173583984375,2024-12-30 11:45:19.766129,TDS
1218,3,16.875,2024-12-30 11:55:20.068091,Temp
1219,4,7.81898307800293,2024-12-30 11:55:20.410728,PH
1220,5,1082.3524169921875,2024-12-30 11:55:20.876288,TDS
1221,3,16.9375,2024-12-30 12:05:21.151821,Temp
1222,4,7.81907320022583,2024-12-30 12:05:21.560933,PH
1223,5,1105.01171875,2024-12-30 12:05:21.924478,TDS
1224,3,16.9375,2024-12-30 12:15:22.347965,Temp
1225,4,7.600719928741455,2024-12-30 12:15:22.619242,PH
1226,5,1116.5052490234375,2024-12-30 12:15:22.957175,TDS
1227,3,16.9375,2024-12-30 12:25:23.536749,Temp
1228,4,7.592712879180908,2024-12-30 12:25:23.838595,PH
1229,5,1105.01171875,2024-12-30 12:25:24.140758,TDS
1230,3,16.875,2024-12-30 12:35:24.704728,Temp
1231,4,7.579936981201172,2024-12-30 12:35:25.149575,PH
1232,5,1085.8643798828125,2024-12-30 12:35:25.574034,TDS
1233,3,16.9375,2024-12-30 12:45:25.930663,Temp
1234,4,7.572559356689453,2024-12-30 12:45:26.333273,PH
1235,5,1080.9505615234375,2024-12-30 12:45:26.596469,TDS
1236,3,16.875,2024-12-30 12:55:27.079067,Temp
1237,4,7.570220470428467,2024-12-30 12:55:27.427719,PH
1238,5,1105.01171875,2024-12-30 12:55:27.837737,TDS
1239,3,16.9375,2024-12-30 13:05:28.145617,Temp
1240,4,7.55861473083496,2024-12-30 13:05:28.467567,PH
1241,5,1067.0240478515625,2024-12-30 13:05:28.776914,TDS
1256,5,1102.8690185546875,2024-12-30 13:55:34.199626,TDS
1257,3,16.875,2024-12-30 14:05:34.687394,Temp
1258,4,7.57975721359253,2024-12-30 14:05:35.089967,PH
1259,5,1107.158447265625,2024-12-30 14:05:35.394998,TDS
1260,3,16.9375,2024-12-30 14:15:35.842718,Temp
1261,4,7.580926895141602,2024-12-30 14:15:36.190206,PH
1262,5,1069.102294921875,2024-12-30 14:15:36.505208,TDS
1263,3,16.9375,2024-12-30 14:25:36.886544,Temp
1264,4,7.810166358947754,2024-12-30 14:25:37.146165,PH
1265,5,1091.5054931640625,2024-12-30 14:25:37.433146,TDS
1266,3,16.875,2024-12-30 14:35:37.931956,Temp
1267,4,7.81727409362793,2024-12-30 14:35:38.212089,PH
1268,5,1105.01171875,2024-12-30 14:35:38.544001,TDS
1269,3,16.875,2024-12-30 14:45:39.009312,Temp
1270,4,7.808277130126953,2024-12-30 14:45:39.359386,PH
1271,5,1090.798828125,2024-12-30 14:45:39.675304,TDS
1272,3,16.875,2024-12-30 14:55:40.152373,Temp
1273,4,7.79874038696289,2024-12-30 14:55:40.506235,PH
1274,5,1094.336181640625,2024-12-30 14:55:40.870496,TDS
1275,3,16.875,2024-12-30 15:05:41.248728,Temp
1276,4,7.810346603393555,2024-12-30 15:05:41.511504,PH
1277,5,1071.1844482421875,2024-12-30 15:05:41.867867,TDS
1278,3,16.875,2024-12-30 15:15:42.396786,Temp
1279,4,7.80890655517578,2024-12-30 15:15:42.749716,PH
1280,5,1082.3524169921875,2024-12-30 15:15:43.05865,TDS
1281,3,16.9375,2024-12-30 15:25:43.541813,Temp
1282,4,7.81376552581787,2024-12-30 15:25:43.855614,PH
1283,5,1095.7540283203125,2024-12-30 15:25:44.124981,TDS
1284,3,16.9375,2024-12-30 15:35:44.6557,Temp
1285,4,7.8125958442688,2024-12-30 15:35:45.142997,PH
1286,5,1093.6278076171875,2024-12-30 15:35:45.509916,TDS
1287,3,16.875,2024-12-30 15:45:45.886235,Temp
1288,4,7.814754486083984,2024-12-30 15:45:46.340376,PH
1289,5,1108.5916748046875,2024-12-30 15:45:46.605647,TDS
1290,3,16.875,2024-12-30 15:55:47.139401,Temp
1291,4,7.817993640899658,2024-12-30 15:55:47.415481,PH
1292,5,1108.5916748046875,2024-12-30 15:55:47.846973,TDS
1293,3,16.9375,2024-12-30 16:05:48.279343,Temp
1294,4,7.819792747497559,2024-12-30 16:05:48.577946,PH
1295,5,1085.1611328125,2024-12-30 16:05:49.005794,TDS
1296,3,16.875,2024-12-30 16:15:49.37696,Temp
1297,4,7.821682929992676,2024-12-30 16:15:49.679487,PH
1298,5,1082.3524169921875,2024-12-30 16:15:50.035447,TDS
1299,3,16.875,2024-12-30 16:25:50.454069,Temp
1300,4,7.827980041503906,2024-12-30 16:25:50.835111,PH
1301,5,1101.442626953125,2024-12-30 16:25:51.235668,TDS
1302,3,16.875,2024-12-30 16:35:51.5987,Temp
1303,4,7.83931589126587,2024-12-30 16:35:52.033665,PH
1304,5,1095.7540283203125,2024-12-30 16:35:52.330445,TDS
1305,3,16.875,2024-12-30 16:45:52.654579,Temp
1306,4,7.843544960021973,2024-12-30 16:45:53.11759,PH
1307,5,1083.053955078125,2024-12-30 16:45:53.519704,TDS
1308,3,16.875,2024-12-30 16:55:53.868777,Temp
1309,4,7.8421950340271,2024-12-30 16:55:54.129878,PH
1310,5,1093.6278076171875,2024-12-30 16:55:54.517795,TDS
1311,3,16.9375,2024-12-30 17:05:55.01338,Temp
1312,4,7.83121919631958,2024-12-30 17:05:55.40399,PH
1313,5,1111.46337890625,2024-12-30 17:05:55.922159,TDS
1314,3,16.875,2024-12-30 17:15:56.089233,Temp
1315,4,7.83382797241211,2024-12-30 17:15:56.496261,PH
1316,5,1103.582763671875,2024-12-30 17:15:56.788979,TDS
1317,3,16.875,2024-12-30 17:25:57.291326,Temp
1318,4,7.83220911026001,2024-12-30 17:25:57.756041,PH
1319,5,1118.6724853515625,2024-12-30 17:25:58.056343,TDS
1320,3,16.875,2024-12-30 17:35:58.620238,Temp
1321,4,7.83130931854248,2024-12-30 17:35:59.005678,PH
1322,5,1095.044921875,2024-12-30 17:35:59.320339,TDS
1323,3,16.875,2024-12-30 17:45:59.797442,Temp
1324,4,7.820333003997803,2024-12-30 17:46:00.087138,PH
1325,5,1097.884033203125,2024-12-30 17:46:00.498295,TDS
1326,3,16.875,2024-12-30 17:56:00.888264,Temp
1327,4,7.823122024536133,2024-12-30 17:56:01.14496,PH
1328,5,1105.01171875,2024-12-30 17:56:01.400271,TDS
1329,3,16.9375,2024-12-30 18:06:01.945029,Temp
1330,4,7.826271057128906,2024-12-30 18:06:02.276825,PH
1331,5,1102.155517578125,2024-12-30 18:06:02.649431,TDS
1332,3,16.875,2024-12-30 18:16:03.12446,Temp
1333,4,7.8274407386779785,2024-12-30 18:16:03.386807,PH
1334,5,1112.9017333984375,2024-12-30 18:16:03.727872,TDS
1335,3,16.875,2024-12-30 18:26:04.22414,Temp
1336,4,7.810885906219482,2024-12-30 18:26:04.673991,PH
1337,5,1100.72998046875,2024-12-30 18:26:04.953808,TDS
1338,3,16.875,2024-12-30 18:36:05.360281,Temp
1339,4,7.823931694030762,2024-12-30 18:36:05.777619,PH
1340,5,1110.0267333984375,2024-12-30 18:36:06.079847,TDS
1341,3,16.875,2024-12-30 18:46:06.559693,Temp
1342,4,7.814844608306885,2024-12-30 18:46:06.86511,PH
1343,5,1086.568115234375,2024-12-30 18:46:07.12457,TDS
1344,3,16.875,2024-12-30 18:56:07.703173,Temp
1345,4,7.8122358322143555,2024-12-30 18:56:08.158297,PH
1346,5,1109.30908203125,2024-12-30 18:56:08.416175,TDS
1347,3,16.875,2024-12-30 19:06:08.836826,Temp
1348,4,7.81160593032837,2024-12-30 19:06:09.256296,PH
1349,5,1087.2720947265625,2024-12-30 19:06:09.524459,TDS
1350,3,16.875,2024-12-30 19:16:10.013833,Temp
1351,4,7.827620029449463,2024-12-30 19:16:10.346775,PH
1352,5,1127.380126953125,2024-12-30 19:16:10.754201,TDS
1353,3,16.875,2024-12-30 19:26:11.19193,Temp
1354,4,7.831848621368408,2024-12-30 19:26:11.649907,PH
1355,5,1115.78369140625,2024-12-30 19:26:12.062227,TDS
1356,3,16.875,2024-12-30 19:36:12.335179,Temp
1357,4,7.83670711517334,2024-12-30 19:36:12.7578,PH
1358,5,1095.044921875,2024-12-30 19:36:13.155816,TDS
1359,3,16.875,2024-12-30 19:46:13.441178,Temp
1360,4,7.834637641906738,2024-12-30 19:46:13.743343,PH
1361,5,1115.0625,2024-12-30 19:46:14.151474,TDS
1362,3,16.875,2024-12-30 19:56:14.527734,Temp
1363,4,7.830049514770508,2024-12-30 19:56:14.789672,PH
1364,5,1092.9200439453125,2024-12-30 19:56:15.044665,TDS
1365,3,16.875,2024-12-30 20:06:15.688929,Temp
1366,4,7.826990604400635,2024-12-30 20:06:16.100198,PH
1367,5,1097.173583984375,2024-12-30 20:06:16.435038,TDS
1368,3,16.875,2024-12-30 20:16:16.965742,Temp
1369,4,7.81538486480713,2024-12-30 20:16:17.324918,PH
1370,5,1087.2720947265625,2024-12-30 20:16:17.678479,TDS
1371,3,16.875,2024-12-30 20:26:18.032125,Temp
1372,4,7.817543983459473,2024-12-30 20:26:18.422628,PH
1373,5,1096.463623046875,2024-12-30 20:26:18.776008,TDS
1374,3,16.875,2024-12-30 20:36:19.265857,Temp
1375,4,7.806028366088867,2024-12-30 20:36:19.663787,PH
1376,5,1105.01171875,2024-12-30 20:36:20.025931,TDS
1377,3,16.875,2024-12-30 20:46:20.481706,Temp
1378,4,7.817813396453857,2024-12-30 20:46:20.742218,PH
1379,5,1069.7958984375,2024-12-30 20:46:21.101322,TDS
1380,3,16.875,2024-12-30 20:56:21.540955,Temp
1381,4,7.81997299194336,2024-12-30 20:56:21.915558,PH
1382,5,1095.044921875,2024-12-30 20:56:22.17785,TDS
1383,3,16.875,2024-12-30 21:06:22.602371,Temp
1384,4,7.808096885681152,2024-12-30 21:06:22.858394,PH
1385,5,1105.7269287109375,2024-12-30 21:06:23.116567,TDS
1386,3,16.875,2024-12-30 21:16:23.749847,Temp
1387,4,7.811155796051025,2024-12-30 21:16:24.092127,PH
1388,5,1083.053955078125,2024-12-30 21:16:24.401855,TDS
1389,3,16.875,2024-12-30 21:26:24.892484,Temp
1390,4,7.812865257263184,2024-12-30 21:26:25.192915,PH
1391,5,1082.3524169921875,2024-12-30 21:26:25.468292,TDS
1392,3,16.875,2024-12-30 21:36:25.953283,Temp
1393,4,7.8143949508667,2024-12-30 21:36:26.281555,PH
1394,5,1107.158447265625,2024-12-30 21:36:26.652942,TDS
1395,3,16.875,2024-12-30 21:46:27.19268,Temp
1396,4,7.817543983459473,2024-12-30 21:46:27.608792,PH
1397,5,1100.72998046875,2024-12-30 21:46:27.872813,TDS
1398,3,16.875,2024-12-30 21:56:28.266434,Temp
1399,4,7.809176921844482,2024-12-30 21:56:28.654318,PH
1400,5,1082.3524169921875,2024-12-30 21:56:28.984592,TDS
1401,3,16.875,2024-12-30 22:06:29.456692,Temp
1402,4,7.8125958442688,2024-12-30 22:06:29.88696,PH
1403,5,1091.5054931640625,2024-12-30 22:06:30.152851,TDS
1404,3,16.875,2024-12-30 22:16:30.565192,Temp
1405,4,7.81376552581787,2024-12-30 22:16:30.834973,PH
1406,5,1083.053955078125,2024-12-30 22:16:31.17386,TDS
1407,3,16.875,2024-12-30 22:26:31.756381,Temp
1408,4,7.81547451019287,2024-12-30 22:26:32.170009,PH
1409,5,1077.453125,2024-12-30 22:26:32.448062,TDS
1410,3,16.875,2024-12-30 22:36:32.853383,Temp
1411,4,7.811336040496826,2024-12-30 22:36:33.265047,PH
1412,5,1095.7540283203125,2024-12-30 22:36:33.57255,TDS
1413,3,16.875,2024-12-30 22:46:33.901862,Temp
1414,4,7.813135147094727,2024-12-30 22:46:34.173226,PH
1415,5,1115.0625,2024-12-30 22:46:34.511041,TDS
1416,3,16.875,2024-12-30 22:56:34.997362,Temp
1417,4,7.82384157180786,2024-12-30 22:56:35.447393,PH
1418,5,1101.442626953125,2024-12-30 22:56:35.765648,TDS
1419,3,16.875,2024-12-30 23:06:36.187159,Temp
1420,4,7.8162841796875,2024-12-30 23:06:36.450237,PH
1421,5,1107.158447265625,2024-12-30 23:06:36.757638,TDS
1422,3,16.875,2024-12-30 23:16:37.255295,Temp
1423,4,7.815744876861572,2024-12-30 23:16:37.545778,PH
1424,5,1073.270263671875,2024-12-30 23:16:37.810368,TDS
1425,3,16.875,2024-12-30 23:26:38.442454,Temp
1426,4,7.81727409362793,2024-12-30 23:26:38.698506,PH
1427,5,1103.582763671875,2024-12-30 23:26:38.984462,TDS
1428,3,16.875,2024-12-30 23:36:39.487385,Temp
1429,4,7.82105255126953,2024-12-30 23:36:39.759314,PH
1430,5,1101.442626953125,2024-12-30 23:36:40.031023,TDS
1431,3,16.875,2024-12-30 23:46:40.532483,Temp
1432,4,7.827710151672363,2024-12-30 23:46:40.935969,PH
1433,5,1118.6724853515625,2024-12-30 23:46:41.431504,TDS
1434,3,16.875,2024-12-30 23:56:41.725453,Temp
1435,4,7.823122024536133,2024-12-30 23:56:42.018602,PH
1436,5,1093.6278076171875,2024-12-30 23:56:42.431884,TDS
1437,3,16.875,2024-12-31 00:06:42.86379,Temp
1438,4,7.816194534301758,2024-12-31 00:06:43.213564,PH
1439,5,1105.01171875,2024-12-31 00:06:43.519507,TDS
1440,3,16.875,2024-12-31 00:16:44.006494,Temp
1441,4,7.81349515914917,2024-12-31 00:16:44.328369,PH
1442,5,1070.489990234375,2024-12-31 00:16:44.66512,TDS
1443,3,16.875,2024-12-31 00:26:45.055161,Temp
1444,4,7.81178617477417,2024-12-31 00:26:45.502762,PH
1445,5,1083.7559814453125,2024-12-31 00:26:45.835425,TDS
1446,3,16.875,2024-12-31 00:36:46.307671,Temp
1447,4,7.81376552581787,2024-12-31 00:36:46.705096,PH
1448,5,1098.594970703125,2024-12-31 00:36:47.059433,TDS
1449,3,16.875,2024-12-31 00:46:47.369104,Temp
